budget,revenue,genres_name,original_title
13500000,19255873,Drama,La migliore offerta
134005,1332231,Drama,Snow Flower and the Secret Fan
9900000,157100845,Crime,Don't Breathe
15000000,107217396,Comedy,Ace Ventura: Pet Detective
0,45703,Comedy,Splendor
8000000,426224,Romance,Fido
531374,1103757,Adventure,Stagecoach
8000000,908847,Action,Battle in Seattle
50000000,161451538,Drama,The Ring Two
5000000,502758,Drama,Mishima: A Life in Four Chapters
3000000,12000000,Drama,விண்ணைத்தாண்டி வருவாயா
135000000,361832400,Adventure,The World Is Not Enough
0,24760338,Drama,The Man without a Face
9000000,25000000,Adventure,Logan's Run
15000000,37930465,Crime,Killing Them Softly
100000000,242295562,Action,Eraser
31000000,185260553,Comedy,The Birdcage
344,4,Comedy,American Adobo
21000000,10011050,Romance,Moonlight Mile
0,2346150,Action,Downtown
12000000,60000000,Action,Spartacus
70000000,161025640,Action,Olympus Has Fallen
0,166775,Drama,Time Out of Mind
10000000,45742101,Comedy,Broken Flowers
33000000,77068246,Comedy,Mike and Dave Need Wedding Dates
160000000,164508066,Action,Speed 2: Cruise Control
200000000,863416141,Action,Guardians of the Galaxy Vol. 2
60000000,93375151,Comedy,Cats & Dogs
7000000,8373585,Drama,The Last Temptation of Christ
0,13983,Drama,Il futuro
20000000,78378744,Comedy,Scary Movie 5
27000000,129000000,Drama,About a Boy
24000000,99965753,Action,Hitman
42000000,11087569,Adventure,The Warrior's Way
160000000,300257475,Horror,Van Helsing
380000000,1045713802,Adventure,Pirates of the Caribbean: On Stranger Tides
0,11567217,Comedy,Police Academy 6: City Under Siege
25000000,1037335,Crime,Crossing Over
1700000,9700000,Action,Conquest of the Planet of the Apes
60000000,105200903,Crime,Gangster Squad
0,4291965,Action,Catch a Fire
30000000,84025816,Action,Sicario
2000000,4905000,Western,The Magnificent Seven
5000000,15179302,Horror,The Last Exorcism Part II
0,551281,Action,The Final Cut
8000000,22433275,Comedy,License to Drive
0,181107,Documentary,Ai Weiwei: Never Sorry
3200000,33395426,Horror,Rosemary's Baby
0,22707064,Comedy,The Accidental Husband
40000000,138259062,Comedy,Big Momma's House 2
5000000,3919731,Action,Mechenosets
27000000,13670688,Fantasy,The Pagemaster
10000000,20342161,Action,Reno 911!: Miami
0,519204,Adventure,Supersonic Man
3000000,9713500,Comedy,Gitler kaput!
14000000,19800000,Comedy,Vampire in Brooklyn
68000000,75715436,Drama,Dreamcatcher
8000000,52287414,Crime,Stand by Me
50000000,34808403,Adventure,The Life Aquatic with Steve Zissou
3500159,76578641,Comedy,Bend It Like Beckham
0,17671101,Horror,Regression
11000000,153083102,Fantasy,Gremlins
0,38290723,Romance,Higher Learning
600000,185898,Horror,Texas Chainsaw Massacre: The Next Generation
60000000,101134059,Drama,Joy
14000000,10076790,Thriller,The Loft
50000000,60209334,Action,Chain Reaction
103000000,362000072,Comedy,The Hangover Part III
0,2500431,Comedy,Mistress America
658000,23800000,Crime,House of Wax
4000000,15656193,Thriller,The Lobster
2500000,71904,Drama,Eye of the Dolphin
24000000,133000000,Science Fiction,Star Trek IV: The Voyage Home
0,9500000,Comedy,Benvenuto Presidente!
0,37598,Comedy,نون و گلدون
22000000,17336370,Action,Masters of the Universe
5300000,3897799,Drama,L'Auberge espagnole
12000000,61141030,Action,Crossroads
20000000,60427839,Drama,21 Grams
72000000,27642707,Action,The Last Castle
25000000,156822020,Thriller,Mystic River
0,43579163,Comedy,Police Academy 3: Back in Training
70000000,32287044,Drama,Hart's War
0,918239,Comedy,Brain Donors
13000000,18000000,Comedy,Admission
47000000,7191399,Action,1492: Conquest of Paradise
74050,176153,Drama,The Heart is Deceitful Above All Things
10000000,3193102,Action,The Limey
5000000,1980338,Comedy,Zero Effect
4500000,3200000,Drama,The Silver Chalice
1688000,2270000,Comedy,The Women
44000000,48190704,Drama,Charlie St. Cloud
36000000,156844753,Action,葉問3
10000000,1461989,Animation,アップルシード
27000000,93282604,Thriller,Money Monster
0,346297,Thriller,The Deceivers
0,773228,Action,Bloody Sunday
5800000,6800000,Action,The Train
3500000,179000,Romance,Кавказская пленница!
20000000,33889159,Comedy,She's the Man
80000000,280000000,Action,Batman Returns
7000000,6147,Western,Sweetwater
70000000,182379278,Adventure,Storks
0,1896244,Documentary,It Might Get Loud
40000000,28169671,Adventure,Cirque du Freak: The Vampire's Assistant
6500000,98410061,Drama,Crash
20000000,18253415,Comedy,Simon Birch
65000000,261317921,Action,Total Recall
0,6698361,Action,Delta Force 2: The Colombian Connection
300000000,961000000,Adventure,Pirates of the Caribbean: At World's End
0,29326868,Comedy,La Doublure
2200000,136400000,Drama,Love Story
20000000,32204030,Action,Lockout
8272296,67872296,Comedy,Todo sobre mi madre
15000000,10903846,Drama,Black Snake Moan
38000000,105610124,Comedy,Life As We Know It
8000000,5659286,Animation,Anomalisa
40000000,196781193,Comedy,The Other Woman
8700000,7659918,Animation,A Scanner Darkly
3000000,2357852,Drama,Fish Tank
7000000,8220215,Comedy,Mine vaganti
5000000,4040588,Comedy,Bottle Shock
15000000,50000000,Drama,The Deer Hunter
10000000,103166989,Comedy,She's All That
0,536364,Drama,পথের পাঁচালী
2000000,7800000,Drama,Gentleman's Agreement
200000,8000000,Adventure,"20,000 Leagues Under the Sea"
85000000,363164265,Action,Fast & Furious
12000000,56298474,Drama,Frida
0,5099316,Drama,Out of Bounds
2160000,9132000,Drama,The Valley of Decision
15000000,3533227,Mystery,The Midnight Meat Train
21000000,23450000,Comedy,Boys on the Side
30000000,55583804,Action,Cop Out
9000000,771499,Drama,Princess Kaiulani
12000000,1400000,Drama,Birdy
0,8212430,Documentary,Senna
1000000,2691899,Drama,Sankofa
23000000,5820015,Drama,Stanley & Iris
19500000,91000000,Action,धूम ३
2000000,572809,Thriller,I Spit on Your Grave
12000000,41744718,Adventure,Casino Royale
40000000,132820716,Thriller,Zero Dark Thirty
19000000,110879513,Drama,Sea of Love
15000000,85306374,Drama,Match Point
25000000,30411183,Comedy,The Girl Next Door
0,4417667,Comedy,Don't Think Twice
20000000,31327899,Action,Machete
33000000,102984862,Horror,Resident Evil
15000000,30226144,Drama,The Great Debaters
0,228136,Thriller,A Royal Night Out
130,8,Drama,Bodyguard
19000000,108047131,Horror,The Amityville Horror
0,307076,Drama,Cidade dos Homens
11000000,53191886,Comedy,Bienvenue chez les ch'tis
1,100,Comedy,Lost & Found
0,138000,Drama,Van Gogh
7000000,49084830,Crime,Capote
90000000,113493481,Science Fiction,Judge Dredd
0,1829917,Comedy,Henry Poole Is Here
3800000,111731,Comedy,Saint John of Las Vegas
0,4557214,Action,The Mighty Quinn
56000000,19701164,Thriller,Broken City
0,7965,Romance,One Small Hitch
15000000,216614388,Comedy,Twins
500000,500000,Action,ஆசை
70000000,374111707,Comedy,What Women Want
0,90508336,Comedy,Madea Goes to Jail
20000000,73276047,Drama,The Kite Runner
30000000,287553595,Comedy,American Pie 2
500000,3000000,Drama,Mean Streets
4500000,3764219,Drama,Napola – Elite für den Führer
1700000,1007962,Comedy,The Girlfriend Experience
8000000,21706101,Comedy,The Player
60000000,205754447,Action,London Has Fallen
10000000,21786738,Drama,My Blueberry Nights
0,37473,Horror,Død Snø 2
8000000,292279,Animation,Ma vie de courgette
100000000,7103973,Action,The Adventures of Pluto Nash
10000000,31609243,Comedy,Daddy's Little Girls
17000000,3696232,Action,The Double
0,7985929,Comedy,My Giant
6000000,40940662,Adventure,Pee-wee's Big Adventure
0,3903479,Action,Nitro Circus: The Movie
22000000,68000000,Adventure,ゲド戦記
0,1200398,Crime,Boy A
75000000,152930623,Action,Tower Heist
18000000,1500000,Crime,बॉम्बे वेलवेट
12823507,6101904,Action,Дуэлянт
23000000,71368,Fantasy,A Troll in Central Park
24000000,87055349,Comedy,Old School
16000000,1686429,Science Fiction,Steel
0,50656,Drama,Чудо
18000000,20497844,Drama,The Circle
0,147542,Comedy,Under the Boardwalk
400000,5255,Documentary,The Amazing Truth About Queen Raquela
90000000,188133322,Adventure,The Secret Life of Walter Mitty
85000000,297138014,Animation,Horton Hears a Who!
0,179943,Drama,Frygtelig lykkelig
60000000,264118201,Comedy,The Truman Show
2380000,8176544,Drama,This Is England
0,1110566,Drama,Mne Ne Bolno
0,65335,Comedy,Happy Weekend
12000000,53267000,Crime,Papillon
48000000,390493908,Adventure,Robin Hood: Prince of Thieves
35000000,51680201,Action,Hot Pursuit
0,41162041,Animation,ヱヴァンゲリヲン新劇場版：破
7000000,1246141,Comedy,Losin' It
1227401,1277401,Mystery,The Rapture
2200000,26589000,Science Fiction,A Clockwork Orange
12156348,7900000,War,La Folle histoire de Max et Léon
30000000,63833449,Comedy,Baby Mama
0,3117985,Documentary,Capturing the Friedmans
13000000,114956699,History,The Iron Lady
0,455815,Drama,The Congress
5500000,5483299,Drama,Wish I Was Here
24000000,43455230,Comedy,The Great Outdoors
24000000,41895491,Comedy,The Fisher King
24000000,33208099,Comedy,"Hello, Dolly!"
1500000,3566225,Comedy,The To Do List
20000000,21170563,Drama,ATL
1805000,4905000,Drama,Titanic
195000000,1123746996,Action,Transformers: Dark of the Moon
0,7940,Romance,L'âge d'or
75000000,132274484,Adventure,The Three Musketeers
79000000,173013509,Drama,Cold Mountain
58000000,783112979,Action,Deadpool
15000000,73326666,Fantasy,Beetlejuice
45000000,30353232,Action,Alex Cross
6200000,4820000,Drama,만추
0,81381,Drama,We Are What We Are
6400000,35057696,Drama,My Week with Marilyn
0,111996,Comedy,She's Funny That Way
9500000,111584787,Action,You Only Live Twice
10000000,22896728,Action,Gong fu guan lan
0,263404,Drama,Ascenseur pour l'échafaud
0,66132626,Action,Smokey and the Bandit II
0,8362969,Action,Something Wild
63000000,100853753,Drama,Fight Club
3000000,7100000,Comedy,Cinderfella
30000000,29359216,Horror,The Frighteners
14000000,72527595,Horror,Urban Legend
500000,5330000,Comedy,Recep İvedik
350000,2400000,Drama,Desert Hearts
60000000,17800000,Action,Flyboys
0,13022756,Comedy,How to Eat Fried Worms
10000000,50100000,Action,The Longest Day
25000000,230698791,Drama,Hidden Figures
0,5262047,Drama,Gardens of Stone
8000000,441306145,Drama,The Exorcist
23000000,38505009,Comedy,Accepted
28000000,333000000,Adventure,Indiana Jones and the Temple of Doom
7000000,79666653,Action,Earthquake
8376800,13000000,Action,Jodhaa Akbar
12000000,31179516,Comedy,Johnson Family Vacation
20000000,23875127,Drama,American History X
65000000,17218080,Action,Hudson Hawk
225000000,662845518,Action,Man of Steel
0,370668,Drama,The Minus Man
0,6029824,Comedy,A Fine Mess
0,939101,Drama,Neruda
15000000,12000000,Crime,Knockaround Guys
0,35022,Drama,Touchy Feely
45000000,58620973,Comedy,Jack
50000000,160602194,Action,Into the Storm
0,794452,Drama,Im Labyrinth des Schweigens
0,59700000,Family,Shaun the Sheep Movie
0,27734391,Crime,Internal Affairs
0,7865,Horror,殭屍
70000000,154937680,Drama,Dreamgirls
150000000,301000000,Adventure,Wrath of the Titans
0,28460702,Comedy,House Calls
40000000,129540499,Romance,Julie & Julia
12000000,87100449,Comedy,About Time
2500000,52604,Horror,Hatchet II
60000000,95673607,Comedy,Norbit
2300000,11100000,Drama,Jaane Tu... Ya Jaane Na
25000000,92991835,Drama,Michael Clayton
13000000,9789900,Comedy,Faithful
0,6086508,Comedy,Van Wilder 2: The Rise of Taj
4000000,9304609,Comedy,Secretary
0,494506,Documentary,Steve Jobs: The Man in the Machine
8000000,18124262,Comedy,Another Year
0,3,Crime,Borsalino
0,671,Drama,Yolngu Boy
0,25893810,Action,Innerspace
0,21700000,Action,Thunderbolt and Lightfoot
90000000,886686817,Animation,Ice Age: Dawn of the Dinosaurs
30000000,95714875,Drama,My Sister's Keeper
0,20000000,Animation,新世紀エヴァンゲリオン劇場版
7500000,10000000,Comedy,Khatta Meetha
5500000,141195658,Adventure,Thunderball
5000000,7338987,Action,Tasogare Seibei
0,694438,History,Edward II
35000000,147934180,Action,Spy Kids
0,248392,Crime,Dheepan
60000000,204594016,Drama,Eat Pray Love
80000000,309492681,Action,Ransom
18000000,20275812,Drama,Labor Day
0,15,Thriller,カイジ2 人生奪回ゲーム
0,688510,Comedy,Happy Accidents
60000000,37000000,Comedy,Junior
60000000,170268750,Comedy,Starsky & Hutch
47000000,15691192,Comedy,The Bonfire of the Vanities
37000000,154026136,Crime,The Town
2500000,3003,Drama,About Cherry
4000000,65046687,Drama,Moonlight
0,1884814,Romance,The Night We Never Met
16000000,4409328,Action,Run
32000000,48814909,Drama,Men of Honor
20000000,18599102,Comedy,Fired Up!
60000000,223664608,Horror,Interview with the Vampire
65000000,44806783,War,Red Dawn
3400000,660537,Comedy,Bliss
0,61801971,Drama,The Electric Horseman
0,23202734,Comedy,Benny & Joon
2500000,6341684,Drama,Knock Knock
3000000,4000000,Family,Willy Wonka & the Chocolate Factory
35000000,113374103,Science Fiction,Species
55000000,141047179,History,Evita
4000000,4100000,Thriller,S. Darko
0,11576431,Drama,Monsieur Ibrahim et les fleurs du Coran
0,6347072,Action,The Sting II
500000,500000,Unknown,Amarkalam
60000000,73648228,Action,Deep Blue Sea
0,28061343,Comedy,Police Academy 4: Citizens on Patrol
0,1334173,Drama,El pico
0,1347988,Drama,Joshua
0,34585416,Comedy,That Thing You Do!
15000000,19158074,Drama,Tuck Everlasting
17000000,10000000,Action,55 Days at Peking
40000000,320170008,Horror,The Conjuring 2
0,580527,Comedy,10 Items or Less
0,32,Comedy,Black Sheep
0,104507,Comedy,Results
0,3956913,Adventure,The Legend Fong Sai Yuk
4300000,3376375,Drama,Dear Zindagi
120000000,325756637,Drama,The Perfect Storm
6400000,40084041,Comedy,Hannah and Her Sisters
50000000,26199517,Crime,Blood Work
27000000,56308881,Drama,Lucky Number Slevin
3000000,14418922,Comedy,Night of the Comet
50000000,106303988,Adventure,Race to Witch Mountain
68000000,698491347,Adventure,The Twilight Saga: Eclipse
0,694497,Comedy,The Pirates of Penzance
16000000,32155047,Crime,Alien Nation
4500000,10400000,Adventure,Moby Dick
7500000,231411584,Comedy,Juno
60000000,56359980,Action,15 Minutes
35000000,36779296,Drama,Bounce
1821052,1300000,Drama,Ace in the Hole
0,523511,Comedy,Dom Hemingway
37000000,95404397,Drama,Dolphin Tale
15000000,1914166,Comedy,A Dirty Shame
58000000,44000000,Comedy,The Internship
50000000,549368315,Comedy,Ted
14000000,6856989,Drama,Bee Season
0,587615,Drama,To the Wonder
0,3295624,Drama,Before I Wake
100000000,268426634,Animation,Epic
25000000,82466670,Drama,The Constant Gardener
1900000,240093,Drama,幸福时光
18000000,6212282,Adventure,Midnight Special
0,106498,Drama,La Loi du marché
22000000,424208848,Adventure,Dances with Wolves
19000000,6928068,Comedy,Take Me Home Tonight
37000000,26250020,Drama,Aloha
18000000,41382841,Comedy,Peggy Sue Got Married
25000000,14048372,Action,The Arrival
85000000,78382433,Action,Collateral Damage
2500000,15014674,Comedy,More American Graffiti
28000000,14010832,Action,Ghosts of Mars
175000000,331926147,Adventure,The Good Dinosaur
500000,150277,Drama,May
0,79,Drama,小时代
132000000,373552094,Family,Penguins of Madagascar
30000000,212385533,Crime,Ace Ventura: When Nature Calls
0,19131000,Drama,Blaze
24000000,68729358,Comedy,The Men Who Stare at Goats
70000000,56702901,Drama,A Civil Action
6400000,18800000,Romance,Cocktail
30000000,51148651,Romance,The Next Three Days
43000000,56681566,Action,Elektra
0,48911,Crime,The Internet's Own Boy: The Story of Aaron Swartz
0,30399676,Action,黃飛鴻之二男兒當自強
125000000,362637473,Drama,Noah
120000000,93945766,Action,Speed Racer
1202007,2948386,Drama,Scarlet Street
23600000,102391382,Comedy,Zombieland
22000000,40120144,Comedy,Diary of a Wimpy Kid: The Long Haul
6400000,6,Thriller,Never Talk to Strangers
135000,10474,Comedy,Logan
1200000,2861020,Drama,Home Run
500000,8679814,Drama,The Station Agent
0,99303,Documentary,Blank City
2500000,3200000,Drama,Der Himmel über Berlin
0,605562,Thriller,Below
35000000,41954997,Crime,Donnie Brasco
3500000,2294357,Action,Na Igre 2. Novyy Uroven
30000000,160638883,Adventure,Legends of the Fall
25000000,19829957,Drama,My Soul to Take
0,8887603,Comedy,Hyde Park on Hudson
3500000,28215918,Comedy,Friday
0,49364621,Adventure,National Lampoon’s European Vacation
0,3960327,Comedy,Loverboy
0,8910819,War,My Iz Budushchego 2
12500000,75993061,Drama,The Ides of March
2000000,5967038,Crime,Harsh Times
4317946,14624826,Documentary,Pina
8000000,3453043,Action,Wild Target
1800000,532269,Action,Kaappari
0,25966555,Drama,Howards End
25000000,50671850,Horror,Bride of Chucky
18000000,12000000,Drama,Blow Out
55000000,192330738,Thriller,The Equalizer
6600000,1851517,Drama,Clouds of Sils Maria
32745300,12173470,Romance,Their Finest
97250400,132900000,Fantasy,Astérix aux Jeux Olympiques
90000000,201596308,Comedy,You Don't Mess with the Zohan
950000,1500000,Animation,Heavy Traffic
23000000,90614445,Adventure,King Kong
31000000,74134790,Fantasy,Always
3600000,5923044,Horror,Evil Dead II
6000000,3661757,Horror,The Keep
0,396003,Drama,Yu pu tuan zhi: Tou qing bao jian
47000000,30002758,Drama,Solaris
10000000,33697647,Crime,The Outsiders
4000000,44349000,Drama,Boyhood
6000000,7500000,Action,The Cowboys
25000000,3052000,History,Waterloo
70000000,86658558,Thriller,The Kingdom
15000000,11300653,Drama,Prêt-à-Porter
250000000,1021103568,Adventure,The Hobbit: An Unexpected Journey
8000000,2019009,Drama,Maurice Richard
75000000,54249294,Mystery,Domestic Disturbance
80000000,214104620,History,Public Enemies
0,14200000,Action,The Eiger Sanction
21500000,4811525,Thriller,Collide
6900000,15000000,Romance,Josh
0,188126,Horror,Repo! The Genetic Opera
103000,3623330,Drama,피에타
35000000,88058786,Comedy,This Is 40
3500000,34705850,Comedy,The Kids Are All Right
0,12706478,Mystery,D.O.A.
50000000,42792561,Action,Basic
45000000,50548152,Crime,Patriots Day
18000000,87000000,Science Fiction,Star Trek III: The Search for Spock
150000000,585349010,Drama,I Am Legend
0,39768000,Action,Magnum Force
0,1524966,Drama,Mysterious Skin
0,31911598,Drama,Get on Up
30000000,23619609,Drama,The Glass House
80000000,250200000,Animation,Space Jam
13000000,3721911,Comedy,The Gun in Betty Lou's Handbag
0,152961,Crime,Quai des Orfèvres
0,3020784,Drama,G
0,148426,Documentary,Big Time
4500000,7011317,Crime,Bound
30000000,48428063,Action,9
4200000,38862717,Fantasy,Дневной дозор
0,12065892,Comedy,She's Out of Control
25000000,17000000,Comedy,Punch-Drunk Love
200000000,1028570889,Adventure,Finding Dory
7400000,17000000,Drama,कभी अलविदा ना कहना
35000000,18317151,Comedy,Walk Hard: The Dewey Cox Story
25000000,21567853,Drama,He Got Game
6000000,2899975,Drama,The Wackness
11000000,41000000,Drama,Gabbar Is Back
0,14056528,Action,The Beastmaster
12000000,7242035,Action,Off Limits
165000000,305875730,Adventure,The Polar Express
0,126150,Drama,Boulevard
37000000,278300000,Action,寻龙诀
1200000,8690429,Horror,リング
2200000,3251794,Crime,Straw Dogs
250000,1000000,Comedy,Louis C.K.: Live at the Beacon Theater
1500000,187716,Documentary,Waste Land
0,97,Comedy,"The Life and Death of 9413, a Hollywood Extra"
1500000,2200000,Crime,Rope
20000000,67192859,Thriller,Boogeyman
2000000,45431,Fantasy,Lost River
15000000,32556119,Crime,The November Man
0,8,Action,Kopps
0,9109322,Comedy,Superbabies: Baby Geniuses 2
3000000,47000000,Action,Airport 1975
0,1406224,Drama,The Art of Getting By
0,12368234,Comedy,A Shot in the Dark
30000000,41480851,Action,Gridiron Gang
1350000,3897569,Comedy,"Lock, Stock and Two Smoking Barrels"
35000000,68915888,Comedy,Guess Who
0,44695,Documentary,Requiem for the American Dream
35000000,40263020,Comedy,Blast from the Past
0,157768,Fantasy,Hell & Back
25000000,2438031,Comedy,Son of the Pink Panther
0,66559,Drama,A Nagy Füzet
12000000,75781642,Comedy,Barbershop
850000,840000,Comedy,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean"
13000000,16757163,Music,54
0,7241180,Comedy,The Missionary
90000000,250649836,Action,Enemy of the State
0,23598,Comedy,Les Combattants
0,106269971,Music,Mr. Holland's Opus
0,538000,Comedy,Jack Goes Boating
70000000,162000000,Science Fiction,Alien: Resurrection
20000000,14166853,Comedy,Judy Moody and the Not Bummer Summer
0,221295,Crime,Under Suspicion
80000000,176885658,Comedy,Analyze This
5000000,25900,Action,Hood of Horror
13500000,7060876,Drama,Quills
475000,3919254,Drama,Brick
5000,11083449,Action,대호
0,84431625,Drama,Field of Dreams
30000000,130786397,Action,Unknown
28000000,8888143,Drama,"Mystery, Alaska"
49000000,72700000,Action,The One
0,11798616,Comedy,Zelig
14000000,57915972,Crime,Throw Momma from the Train
30000000,611899420,Drama,The Passion of the Christ
13000000,327803731,Drama,Black Swan
8500000,19985196,Family,Middle School: The Worst Years of My Life
25000000,100000000,Adventure,Spice World
15000000,28733290,Adventure,The Last Starfighter
0,37641,Animation,千年女優
197471676,90024292,Adventure,Valerian and the City of a Thousand Planets
5000000,252434250,Mystery,Get Out
0,52761,Drama,El Club
60000000,55987321,Adventure,Doom
1000000,62882090,Horror,Unfriended
852510,1185783,Drama,"4 luni, 3 săptămîni și 2 zile"
0,32709423,Adventure,Homeward Bound II: Lost in San Francisco
700000,17986781,Crime,Dope
102000000,130482868,Drama,Cloud Atlas
80000000,33463969,Thriller,Red Planet
13000000,37664855,Horror,Halloween: Resurrection
0,3554460,Action,Shao Lin xiao zi
10000000,22424195,Crime,The First Power
26000000,67918658,Horror,Legion
0,2303,Comedy,Men Cry Bullets
50000000,188441614,Crime,22 Jump Street
70000000,67112664,Comedy,The Dilemma
0,25434291,Drama,Top Five
0,6166819,Comedy,Mystery Date
75000000,98159963,Action,Killers
37000000,100076342,Adventure,Nim's Island
105000000,121214377,Adventure,Starship Troopers
0,76000000,Romance,同桌的妳
0,7778177,Comedy,Kenny
145000000,694713380,Action,Mission: Impossible - Ghost Protocol
65000000,156974557,Action,This Means War
1455000,2620000,Western,Shalako
7000000,8900000,Adventure,Stargate: The Ark of Truth
0,6800000,Action,Operation Petticoat
2000000,11000000,Comedy,The Great Dictator
6500000,54215416,Drama,La Bamba
0,60726164,Action,Taxi 2
0,378667,Drama,Head On
42000000,180274123,Thriller,Lo imposible
13000000,27500000,Comedy,Dick
0,25147055,Crime,The Morning After
10000000,25754284,Action,The Last Dragon
4000000,30471420,Fantasy,The Lord of the Rings
20000000,100525432,Comedy,Tammy
500000,500000,Romance,காதல் கோட்டை
38000000,107597242,Action,Paul Blart: Mall Cop 2
40000000,55707411,Drama,Pay It Forward
0,71624879,Comedy,Ruthless People
32000000,54674226,Drama,The Tree of Life
41300000,106371651,Comedy,The Whole Nine Yards
4900000,148868835,Horror,Lights Out
55000000,346079773,Adventure,Pocahontas
0,22270,Comedy,Ceremony
0,14202899,Drama,A Chorus Line
30000000,30536013,Drama,The New World
0,300653,Drama,Offret
12250000,2295423,Crime,The Rover
5000000,1862805,Thriller,Bitter Moon
0,5300000,Animation,The Invincible Iron Man
0,19516000,Comedy,La dolce vita
0,1081957,Drama,A Price Above Rubies
25000000,23057115,Action,Warrior
463455,966878,Drama,Sparrows
5000000,1702394,Action,Death Wish 5: The Face of Death
3000000,4000000,Comedy,"One, Two, Three"
11500000,57469467,Drama,Pet Sematary
0,4300000,Action,Thief
8000000,17092453,Horror,Pet Sematary II
0,123182,Unknown,Лифт
2000000,390659,Action,Subway
4500000,2627209,Action,The Raid 2: Berandal
85000000,71485043,Drama,What Dreams May Come
32000000,69055695,Action,Takers
22000000,13555988,Family,The Little Vampire
25000000,40903593,Crime,Falling Down
500000,33456317,Drama,Fireproof
0,76657000,Adventure,The Muppet Movie
10,10000000,Horror,Nurse 3-D
5000000,27400000,Comedy,Desperately Seeking Susan
2000000,11000000,Science Fiction,Battle Beyond the Stars
5000000,2387127,History,El hombre de las mil caras
0,192816,Horror,The Return of Swamp Thing
35000000,27409889,Drama,The Young Victoria
10000000,6892098,Action,The Amateur
30000000,34742066,Music,Take the Lead
10000000,10571408,Comedy,Drop Dead Gorgeous
8000000,16093651,Action,No Holds Barred
38000000,5410749,Adventure,Virgin Territory
100000000,97838349,Action,Fred Claus
12000000,17292381,Comedy,Max Keeble's Big Move
0,6834525,Drama,Panther
60000000,165333180,Action,The Scorpion King
0,3100000,Adventure,Thor: Tales of Asgard
17000000,51000000,Action,விஸ்வரூபம்
16000000,18564088,Thriller,The Thirteenth Floor
50000000,57059003,Comedy,Annie
3000000,216166,Horror,Dead & Buried
43000000,68696770,Romance,The Sweetest Thing
0,49601,Science Fiction,A.P.E.X.
12000000,110996879,Comedy,The Secret of My Success
0,1473809,Thriller,Spooks: The Greater Good
100000000,94061311,Adventure,Ben-Hur
8045760,35150960,Comedy,Fletch Lives
10500000,123509,Drama,There Goes My Baby
500000,603943,Crime,Mean Creek
32000000,3566637,Animation,Cats Don't Dance
15000000,32721635,Crime,The Last House on the Left
0,102471,Drama,Pure
45000000,38058335,Comedy,The Producers
500000,171760,Horror,Kill List
0,646714,Drama,Colegas
125000000,498814908,Animation,The Boss Baby
7000000,116700000,Drama,The Piano
19000000,278019771,Comedy,Scary Movie
5000000,485772,Comedy,Meet the Applegates
40000000,48093211,Fantasy,The Preacher's Wife
40000000,97552050,Adventure,Paul
18000000,11657385,Comedy,Rock-A-Doodle
0,16775,Action,Extraction
245000000,880674609,Action,Spectre
120000000,186053725,Animation,Atlantis: The Lost Empire
92000000,631442092,Action,The Incredibles
90000000,162360636,Adventure,The Magnificent Seven
3800000,2725258,Adventure,Sukiyaki Western Django
20000000,100914445,Action,功夫
50000000,55495563,Thriller,Out of Time
22000000,35424826,Drama,The Informant!
0,637769,Comedy,Blow Dry
40000000,49627779,Fantasy,The Island of Dr. Moreau
0,2003822,Drama,37°2 le matin
63000000,189015611,Action,Rambo III
0,1803009,Drama,The Wall
3000000,14980005,Drama,올드보이
0,29355203,Drama,Mr. Holmes
3000000,3221568,Comedy,Barfly
12000000,22921898,Drama,Rounders
0,20381995,Drama,El Clan
40000000,24332324,Comedy,Renaissance Man
25000000,41597830,Drama,The Hours
0,319285,Drama,Compliance
784170,834332,Comedy,Miranda
0,13,Action,Dou Sing 2 - Gai Tau Dou Sing
12000000,13380561,Adventure,花木兰
1089360,48298,Drama,"Polițist, adjectiv"
50000000,22540359,Crime,The Chamber
40000000,27053815,Action,The Musketeer
1556288,1268395,Thriller,Zid
0,11990401,Drama,Nuovo Cinema Paradiso
25000000,152500343,Comedy,Chocolat
20000000,136150434,Horror,Saw 3D
225000,111300,Foreign,Burn
10000000,42333295,Mystery,The Fourth Kind
280000000,1405403694,Action,Avengers: Age of Ultron
0,18564613,Family,Flight of the Navigator
50000000,3324330,Crime,Child 44
70000000,116672912,Drama,The Siege
15000000,6700000,Comedy,Mighty Aphrodite
0,539896,Comedy,"Peace, Love & Misunderstanding"
20000000,7563728,Action,Hackers
45000000,17300889,Adventure,The Phantom
82000000,190320568,Comedy,The Longest Yard
25000000,56422687,Action,Cellular
35000000,64350171,Action,Sudden Death
7300,13674,Action,"Blood, Guts, Bullets and Octane"
48000000,77745568,Romance,Out of Sight
36000000,102244770,Drama,John Q
11000000,34967437,Fantasy,Excalibur
0,10000000,Fantasy,Revelation
17000,101236,Action,Bellflower
80000000,157107755,Action,The Book of Eli
0,1337274,Adventure,Gwendoline
0,56574,Crime,The Bag Man
40000000,145896422,Comedy,Music and Lyrics
4000000,4630045,Comedy,Let's Go to Prison
115000000,77628265,Drama,Windtalkers
68000000,217022588,Comedy,Ted 2
8500000,43528634,Romance,The DUFF
10000000,4069090,Drama,The Visual Bible: The Gospel of John
14734000,6775121,Action,La Princesse de Montpensier
4000000,8200000,Drama,The Misfits
0,719968,Drama,Joshua
